name,cuisines
Banarasi Chat Centre,Street Food
New Kairali Restaurant,Kerala
New Kairali Restaurant,South Indian
Ice Berg,Fast Food
Sree Gajanana Fruit Juice Centre,Juices
Sree Gajanana Fruit Juice Centre,Fast Food
Sidekicks,Continental
Doner Bel,Turkish
Doner Bel,Chinese
CutePorkie,Continental
Sannidhi Grand,South Indian
Sannidhi Grand,North Indian
Sannidhi Grand,Chinese
Sannidhi Grand,Street Food
McDonald's,Burger
McDonald's,Fast Food
Calicut Restaurant,Kerala
Calicut Restaurant,South Indian
Calicut Restaurant,North Indian
Calicut Restaurant,Chinese
Chetty's Corner,Fast Food
Chetty's Corner,Pizza
Chetty's Corner,Sandwich
Sri Sagar,South Indian
Sri Sagar,North Indian
Sri Sagar,Chinese
Sri Sagar,Street Food
Sri Sagar,Juices
AB's - Absolute Barbecues,European
AB's - Absolute Barbecues,Mediterranean
AB's - Absolute Barbecues,North Indian
AB's - Absolute Barbecues,BBQ
Sigree Global Grill,Rajasthani
Sigree Global Grill,Gujarati
Sigree Global Grill,North Indian
Float Brewery,Bar Food
Float Brewery,Asian
Float Brewery,European
Float Brewery,Mediterranean
Brewklyn Microbrewery,American
Brewklyn Microbrewery,Continental
Brewklyn Microbrewery,Pizza
Barbeque Nation,North Indian
Barbeque Nation,European
Barbeque Nation,Mediterranean
Barbeque Nation,BBQ
Barbeque Nation,Kebab
Truffles,Cafe
Truffles,American
Truffles,Burger
Truffles,Steak
Mainland China,Chinese
Kapoor's Cafe,North Indian
Imperio Restaurant,North Indian
Imperio Restaurant,Mughlai
Imperio Restaurant,Biryani
Imperio Restaurant,South Indian
Imperio Restaurant,Beverages
Zamindar,Biryani
Zamindar,Mughlai
Zamindar,Andhra
Cafe Azzure,Cafe
Cafe Azzure,Continental
Cafe Azzure,Italian
Cafe Azzure,Burger
Chulha Chauki Da Dhaba,North Indian
Hoppipola,Continental
Hoppipola,Fast Food
Hoppipola,European
Sri Durga Nellore Mess,Andhra
Sri Durga Nellore Mess,South Indian
Sri Durga Nellore Mess,Biryani
Mamaji's,North Indian
BYLI - Bet You Love It!,Continental
BYLI - Bet You Love It!,Italian
BYLI - Bet You Love It!,Mexican
BYLI - Bet You Love It!,Asian
Ginger Greens,Andhra
Ginger Greens,Chinese
Ginger Greens,North Indian
Maraheb Restaurant,Arabian
Cafe Pink Pajamas,Cafe
Cafe Pink Pajamas,Italian
Suvarna Sree Food Paradise,South Indian
Suvarna Sree Food Paradise,Chinese
Suvarna Sree Food Paradise,North Indian
Suvarna Sree Food Paradise,Biryani
Teburu,Asian
Teburu,Chinese
Teburu,Japanese
Teburu,BBQ
Casa De Goa,Goan
Casa De Goa,Mangalorean
The Local,Finger Food
The Local,Continental
The Local,Italian
The Local,Salad
Tamarind - Tamarind Hospitality,Chinese
Tamarind - Tamarind Hospitality,Continental
Tamarind - Tamarind Hospitality,North Indian
Wanderers,Continental
Wanderers,North Indian
Wanderers,South Indian
Wanderers,Italian
Sherlock's Pub,Continental
Sherlock's Pub,North Indian
Sherlock's Pub,Chinese
Sherlock's Pub,Italian
Keto Kitchen,Healthy Food
Keto Kitchen,Continental
Keto Kitchen,North Indian
7 Plates,North Indian
7 Plates,Mughlai
7 Plates,Rolls
7 Plates,Fast Food
Sri Ruchi Restuarant,Andhra
Sri Ruchi Restuarant,South Indian
Sri Ruchi Restuarant,North Indian
Spice Kitchen,Andhra
Spice Kitchen,Biryani
Spice Kitchen,Seafood
Spice Kitchen,North Indian
The Coorg Food Co.,South Indian
Little Italy,Salad
Little Italy,Healthy Food
Little Italy,Italian
Little Italy,Juices
Little Italy,Mexican
Little Italy,Pizza
FireHouse - Bar & Kitchen,Continental
FireHouse - Bar & Kitchen,American
FireHouse - Bar & Kitchen,Chinese
FireHouse - Bar & Kitchen,BBQ
FireHouse - Bar & Kitchen,Salad
FireHouse - Bar & Kitchen,Italian
Angaar Indian Grill & Restaurant,Arabian
Angaar Indian Grill & Restaurant,Mughlai
Angaar Indian Grill & Restaurant,North Indian
Angaar Indian Grill & Restaurant,Chinese
Angaar Indian Grill & Restaurant,Rolls
Thran,Korean
The Filter Coffee,South Indian
The Filter Coffee,Coffee
Beijing Bites,Chinese
Beijing Bites,Thai
Manasa Fishland,Seafood
Manasa Fishland,South Indian
Manasa Fishland,North Indian
Coffee Mechanics,Cafe
Coffee Mechanics,Bakery
Coffee Mechanics,French
Coffee Mechanics,Jewish
Coffee Mechanics,Sandwich
Coffee Mechanics,Vegan
Coffee Mechanics,Coffee
Aioli,Mediterranean
Aioli,Continental
Aioli,Italian
Aioli,Salad
Chung Wah,Chinese
Chung Wah,Thai
Chung Wah,Momos
Chung Wah,Vietnamese
Pecos Mojo,Finger Food
Bottoms Up Resto Bar,Finger Food
Bottoms Up Resto Bar,Italian
Bottoms Up Resto Bar,Continental
Saffron Vegetarian Cuisine,North Indian
Saffron Vegetarian Cuisine,Continental
Saffron Vegetarian Cuisine,Chinese
Saffron Vegetarian Cuisine,Mexican
Saffron Vegetarian Cuisine,Italian
Global Flavors,North Indian
Global Flavors,Fast Food
Global Flavors,Beverages
Marakachi,Chettinad
Vera Italiano,Italian
Hungry Vihaari,Continental
Hungry Vihaari,Burger
Hungry Vihaari,Salad
Hungry Vihaari,Pizza
Hungry Vihaari,Beverages
The Chef's Kitchen,Continental
The Chef's Kitchen,North Indian
The Chef's Kitchen,Chinese
China Pearl,Chinese
China Pearl,Momos
Purnabramha Maharashtrian Restaurant,Maharashtrian
Aqni,North Indian
Aqni,Mughlai
Aqni,Biryani
Aqni,Rolls
Artville Cafe,Cafe
Wokanaka - The Casual Chinese Pitstop,Asian
Wokanaka - The Casual Chinese Pitstop,Chinese
Wokanaka - The Casual Chinese Pitstop,Thai
Wokanaka - The Casual Chinese Pitstop,Seafood
Wokanaka - The Casual Chinese Pitstop,Momos
The Story Wall Bistro,Italian
The Story Wall Bistro,Continental
Biriyani House,Andhra
Biriyani House,North Indian
Biriyani House,Biryani
Biriyani House,Beverages
Olive Garden,Arabian
Olive Garden,North Indian
Olive Garden,Chinese
Olive Garden,Beverages
Fiddler's Green,Continental
Fiddler's Green,American
Fiddler's Green,Indonesian
Fiddler's Green,Asian
Fiddler's Green,Thai
Vijaya Gardenia,North Indian
Vijaya Gardenia,Chinese
Vijaya Gardenia,Andhra
Countryside - The Taste of Chettinad,Seafood
Countryside - The Taste of Chettinad,Biryani
Countryside - The Taste of Chettinad,South Indian
Countryside - The Taste of Chettinad,Chettinad
Eunoia,Cafe
Eunoia,Continental
Eunoia,Bakery
Zyara,North Indian
Zyara,Mughlai
Zyara,Chinese
Patio - The Resto Cafe,Cafe
Patio - The Resto Cafe,Continental
Patio - The Resto Cafe,Chinese
Patio - The Resto Cafe,Momos
The Grill House,American
The Grill House,Mexican
The Grill House,Italian
The Grill House,Steak
Agent Jack's Bar,Continental
Agent Jack's Bar,North Indian
Agent Jack's Bar,Italian
Sufi Restaurant & Cafe,Iranian
Sufi Restaurant & Cafe,Mughlai
Sufi Restaurant & Cafe,Chinese
Chung's Chinese Corner,Chinese
Chung's Chinese Corner,Asian
Chung's Chinese Corner,American
Chung's Chinese Corner,Seafood
An Egg Story,Cafe
An Egg Story,Continental
An Egg Story,American
An Egg Story,Italian
RawStraw,Continental
RawStraw,Thai
RawStraw,Arabian
RawStraw,Mexican
Bhagini,Andhra
Bhagini,South Indian
Bhagini,Chinese
Bhagini,North Indian
Yuan Restaurant,Chinese
Yuan Restaurant,Momos
Delicacy,Chinese
Delicacy,Thai
Delicacy,Momos
Khyma Biryani,Biryani
4 Seasons Restaurant,North Indian
4 Seasons Restaurant,Seafood
4 Seasons Restaurant,Middle Eastern
4 Seasons Restaurant,Chinese
Taste Of Nawaabs,North Indian
Taste Of Nawaabs,Mughlai
Donne Biriyani Mane,Biryani
Donne Biriyani Mane,Kebab
2 Statez,Kerala
2 Statez,Seafood
2 Statez,South Indian
2 Statez,North Indian
2 Statez,Chinese
Hi Seoul,Korean
Swagatham Rayalaseema Ruchulu,nan
Mayonaise,Cafe
Mayonaise,Continental
Mayonaise,Beverages
Chichaba's Taj,Biryani
Chichaba's Taj,North Indian
Chichaba's Taj,Mughlai
Draggers Caf̩,Cafe
Draggers Caf̩,Continental
Draggers Caf̩,North Indian
Srinathjis,North Indian
Srinathjis,Cafe
Srinathjis,Chinese
The Original Bistro,Italian
The Original Bistro,Beverages
Fragrant Kitchen,North Indian
Fragrant Kitchen,Chinese
Fragrant Kitchen,Cafe
Fragrant Kitchen,Desserts
Raanthal,South Indian
Raanthal,Kerala
Moghul's Restaurant,Mughlai
Moghul's Restaurant,North Indian
Moghul's Restaurant,Chinese
Lil Asia,Chinese
Lil Asia,Thai
Lil Asia,Nepalese
Lil Asia,Tibetan
Delicious Momos,Chinese
Delicious Momos,Momos
The Bawarchi,North Indian
The Bawarchi,Chinese
Le Spice Restaurant,Arabian
Le Spice Restaurant,Kerala
Le Spice Restaurant,North Indian
Le Spice Restaurant,Chinese
Le Spice Restaurant,Beverages
My China,Chinese
My China,Asian
My China,Malaysian
New Krishna Sagar,North Indian
New Krishna Sagar,Chinese
New Krishna Sagar,South Indian
New Krishna Sagar,Street Food
New Shanthi Sagar,North Indian
New Shanthi Sagar,South Indian
New Shanthi Sagar,Fast Food
Navami Kitchen,Andhra
Navami Kitchen,North Indian
Navami Kitchen,Chinese
Navami Kitchen,Seafood
Knowhere,Continental
Knowhere,Finger Food
Food Magic Restaurant,Kerala
Food Magic Restaurant,North Indian
Food Magic Restaurant,Chinese
Food Magic Restaurant,Arabian
Brew Bakes Cafe,Cafe
Nandhini,Andhra
Nandhini,Chinese
Nandhini,North Indian
Adukkala Restaurant,Kerala
Sizzling Szechuan,Chinese
Sizzling Szechuan,Thai
Sizzling Szechuan,Seafood
ILA Kitchen,Kerala
Mani's Dum Biryani,Biryani
Mani's Dum Biryani,Andhra
Inchara Restaurant,Chinese
Inchara Restaurant,North Indian
Inchara Restaurant,Hyderabadi
Inchara Restaurant,Biryani
Cafe Nibras,Cafe
Cafe Nibras,Continental
New Salem Spices,South Indian
New Salem Spices,Chettinad
New Salem Spices,Chinese
Cafe Get Hooked,Cafe
Alter Ego D'Deli,Cafe
Alter Ego D'Deli,Continental
Alter Ego D'Deli,Italian
Alter Ego D'Deli,Burger
Alter Ego D'Deli,Pizza
Alter Ego D'Deli,Salad
Alter Ego D'Deli,Steak
The Sky Lounge - Tamarind Hospitality,North Indian
The Sky Lounge - Tamarind Hospitality,South Indian
The Sky Lounge - Tamarind Hospitality,Chinese
The Sky Lounge - Tamarind Hospitality,Continental
Hotel Little Imperial,North Indian
Hotel Little Imperial,Chinese
Hotel Little Imperial,South Indian
Amigos Kitchen,Chinese
Amigos Kitchen,North Indian
Amigos Kitchen,Mexican
Amigos Kitchen,Fast Food
The Pipe Rack,Cafe
Noodles,Chinese
Noodles,Momos
The Sanctuary,Cafe
The Sanctuary,Fast Food
Cafe Coffee Day,Cafe
Shahi Hyderabadi Dum Biryani,North Indian
Shahi Hyderabadi Dum Biryani,Biryani
Hongkong Noodles,Chinese
The Urban Roof,Italian
The Urban Roof,Chinese
The Urban Roof,Continental
Orchid Wine And Dine,North Indian
Orchid Wine And Dine,Chinese
Orchid Wine And Dine,Mughlai
New Kadai,North Indian
New Kadai,Chinese
Degchi Restaurant,North Indian
Rasa Cafe,Cafe
Rasa Cafe,American
Rasa Cafe,Italian
Rasa Cafe,Continental
Tang of Jamaica,American
Tang of Jamaica,Mexican
Tang of Jamaica,BBQ
New Udupi Park,South Indian
New Udupi Park,North Indian
New Udupi Park,Chinese
Alibaba Cafe and Restaurant,Arabian
Alibaba Cafe and Restaurant,Middle Eastern
De3 - The Eatery,Fast Food
Cafe China,Chinese
Shake It,Beverages
Coffee@Arens,Cafe
Coffee@Arens,Fast Food
Kings Court,North Indian
Kings Court,Mughlai
Kings Court,Chinese
Paradox Rest-O-Cafe,Continental
Paradox Rest-O-Cafe,Steak
Taste Of The Nation,North Indian
Ali Bhai- Rolls and Kebabs,Rolls
Ali Bhai- Rolls and Kebabs,North Indian
Ali Bhai- Rolls and Kebabs,Mughlai
Oregano Pizzeria,Italian
Oregano Pizzeria,Pizza
Oregano Pizzeria,Fast Food
Oregano Pizzeria,Salad
Kartik,Chinese
Kartik,North Indian
Urban Bakes & Cafe,Cafe
Urban Bakes & Cafe,Bakery
T4U Cafe,Chinese
T4U Cafe,Fast Food
T4U Cafe,Beverages
Al Karim,Mughlai
Al Karim,North Indian
Al Karim,Biryani
Al Karim,Chinese
The Flavours,Kerala
The Flavours,Chinese
The Flavours,Arabian
The Flavours,Biryani
Chai Kada,Beverages
Chai Kada,Fast Food
OvenTreats - Patisserie.Bistro,American
JamayCafe,Cafe
Specialist Restaurant,North Indian
Specialist Restaurant,South Indian
Specialist Restaurant,Chinese
Raees Restaurant,Chinese
Raees Restaurant,North Indian
Raees Restaurant,South Indian
Chaai Resto,Cafe
Chaai Resto,Fast Food
Chaai Resto,Beverages
Ammi's Biryani,Biryani
Ammi's Biryani,North Indian
Sugar N Spice,Fast Food
Sugar N Spice,Beverages
Pizza Hut,Pizza
Pizza Hut,Fast Food
The Chocolate Heaven,Desserts
The Chocolate Heaven,Cafe
The Chocolate Heaven,Italian
The Chocolate Heaven,Beverages
Mavalli Tiffin Room (MTR),South Indian
The Feast Fries,Fast Food
K.G.N Kabbab Corner,North Indian
K.G.N Kabbab Corner,Kebab
Donne Biriyani Mane,Biryani
Kesar Sweet Shop And Fast Food,North Indian
Kesar Sweet Shop And Fast Food,South Indian
Kesar Sweet Shop And Fast Food,Chinese
Kesar Sweet Shop And Fast Food,Street Food
Kesar Sweet Shop And Fast Food,Mithai
Shanghai Times,Chinese
Paratha Singh,North Indian
Kanthari,North Indian
Kanthari,Kerala
Kanthari,Chinese
Al Madina Roll House,Biryani
Pooja Dosa Camp,South Indian
Chinnu's Mane Biryani,Biryani
Brindavan Veg,South Indian
Brindavan Veg,North Indian
Brindavan Veg,Chinese
Brindavan Veg,Street Food
Despiwich Dragon's Kitchen,Chinese
Despiwich Dragon's Kitchen,Fast Food
Domino's Pizza,Pizza
Domino's Pizza,Fast Food
Dhadoom,Fast Food
Mangalore Lunch Home,Mangalorean
Mangalore Lunch Home,Seafood
Chaat Street,Street Food
Chaat Street,North Indian
Donne Biryani Kuteera,Biryani
Matru Sagar,South Indian
Matru Sagar,North Indian
Matru Sagar,Chinese
Sri Banashankari Donne Biriyani,Biryani
Lakeview Milkbar,Desserts
Lakeview Milkbar,Fast Food
Lakeview Milkbar,Beverages
Al Barack Cafetaria,Arabian
Ambujam's Chettinad Mess,South Indian
Ambujam's Chettinad Mess,Chettinad
Vijayalaxmi Veg,North Indian
Vijayalaxmi Veg,South Indian
Vijayalaxmi Veg,Chinese
Vijayalaxmi Veg,Fast Food
Leon Grill,Burger
Leon Grill,Fast Food
Kenny's Restaurant,Chinese
Oye Hoye,North Indian
Upsouth,South Indian
Subway,Healthy Food
Subway,Sandwich
Subway,Salad
Srinidhi Upachar,South Indian
Srinidhi Upachar,Chinese
Momma's Pastries Fine Bakery And Cafe,Bakery
Momma's Pastries Fine Bakery And Cafe,Desserts
Momma's Pastries Fine Bakery And Cafe,Fast Food
De Grand Restaurant,North Indian
De Grand Restaurant,Chinese
Srinidhi Veg Food Court,Chinese
Srinidhi Veg Food Court,North Indian
Srinidhi Veg Food Court,South Indian
Gowdru Hotel,South Indian
American Bites,Fast Food
American Bites,Burger
American Bites,Pizza
Coffee Thindi,South Indian
Zabi,Biryani
Chintu Chit Chat Centre,Street Food
Goli Vada Pav No.1,Street Food
Cafe Nukkad,Fast Food
Upahara Mandira,South Indian
Upahara Mandira,North Indian
Upahara Mandira,Chinese
Eagles Pizza,Pizza
Eagles Pizza,Italian
Vietnamese Kitchen,Vietnamese
Kanti Sweets,Mithai
Kanti Sweets,Street Food
Al-Baik Kabab Centre,Biryani
Al-Baik Kabab Centre,Chinese
Al-Baik Kabab Centre,Kebab
Indie Fusion Multi Cuisine Restaurant,Fast Food
Indie Fusion Multi Cuisine Restaurant,Arabian
Indie Fusion Multi Cuisine Restaurant,North Indian
29 Degrees North,North Indian
29 Degrees North,Fast Food
29 Degrees North,Street Food
Fatty Chang,Chinese
Shiva's Naram Garam,North Indian
Shiva's Naram Garam,Chinese
SGS Nonveg- Gundu Palav,Biryani
SGS Nonveg- Gundu Palav,Fast Food
The French Corner,Bakery
The French Corner,Desserts
The French Corner,Fast Food
North Se South Veg & Non-Veg Restaurants,South Indian
North Se South Veg & Non-Veg Restaurants,North Indian
North Se South Veg & Non-Veg Restaurants,Chinese
7 to 11 Food Court,Fast Food
7 to 11 Food Court,Burger
7 to 11 Food Court,North Indian
7 to 11 Food Court,South Indian
California Burrito,Mexican
California Burrito,Fast Food
Twilight Global Restaurant,North Indian
Twilight Global Restaurant,Chinese
Chikpet Donne Biriyani Corner,Biryani
Chikpet Donne Biriyani Corner,North Indian
Malabar Food Court,Kerala
Malabar Food Court,South Indian
S L V Food Joint,North Indian
S L V Food Joint,Rolls
Balle Balle Dhaba,North Indian
Balle Balle Dhaba,Chinese
Udupi Gardenia,South Indian
Cake House - Story Cafe,Bakery
Cake House - Story Cafe,Desserts
Venky's Xprs,Fast Food
Venky's Xprs,Raw Meats
Pizza Stop,Pizza
Pizza Stop,Italian
Cafe 99 Kerala Mess,Kerala
Cafe 99 Kerala Mess,Biryani
Cafe 99 Kerala Mess,Seafood
Cafe 99 Kerala Mess,North Indian
Papanna's Biriyani,South Indian
Papanna's Biriyani,Biryani
WOW! Momo,Tibetan
WOW! Momo,Momos
Curries & Chillies,Biryani
Curries & Chillies,Andhra
Sri Devi Sagar,South Indian
Sri Devi Sagar,North Indian
Sri Devi Sagar,Chinese
Sri Devi Sagar,Street Food
Hyderbadi Irani Tea,Beverages
Raghavendra Bhavan,South Indian
Raghavendra Bhavan,North Indian
Raghavendra Bhavan,Chinese
T-hut Cafe,Chinese
T-hut Cafe,Beverages
Cafe P Square,Street Food
Cafe P Square,Beverages
Cafe P Square,Fast Food
Udupi Sri Krishna Cafe,South Indian
Udupi Sri Krishna Cafe,North Indian
Wood Fire Pizza,Pizza
Reddy's Naati Mane,South Indian
Reddy's Naati Mane,BBQ
New Udupi Upahara,Chinese
New Udupi Upahara,North Indian
New Udupi Upahara,South Indian
Rolls On Wheels,Fast Food
Rolls On Wheels,Rolls
Rolls On Wheels,Momos
BS Kolkatta Chats,Street Food
IFun Burgers N More,Fast Food
Jwala Indian & Chinese Fast Food,North Indian
Bismillah Kabab Center,Kebab
Bismillah Kabab Center,Fast Food
Taste Of Andhra,Andhra
Taste Of Andhra,South Indian
Meat And Eat,Fast Food
Meat And Eat,Burger
Madurai Idly Dosai Centre,South Indian
M.M.A Kabab Rolls & Biriyani Center,Arabian
M.M.A Kabab Rolls & Biriyani Center,Mughlai
M.M.A Kabab Rolls & Biriyani Center,Chinese
M.M.A Kabab Rolls & Biriyani Center,Kebab
M.M.A Kabab Rolls & Biriyani Center,Fast Food
New York Burrito,Mexican
Chetty's Coffee,South Indian
The Fresh 'N' Grill,Fast Food
Nutri Fit,North Indian
Lenny's Kitchen,Chinese
Lenny's Kitchen,Italian
Sai Bhavan Veg & Non Veg,Mughlai
Sai Bhavan Veg & Non Veg,Chinese
Sai Bhavan Veg & Non Veg,South Indian
Taste The Flame,Arabian
Taste The Flame,North Indian
Taste The Flame,Biryani
Taste The Flame,Kebab
Reddy's Corner Restaurant,North Indian
Reddy's Corner Restaurant,Chinese
New Udupi Grand,North Indian
New Udupi Grand,South Indian
New Udupi Grand,Chinese
Biriyummy,Biryani
Biriyummy,Kebab
Sri Datta Biryani House,Andhra
Sri Datta Biryani House,Biryani
Sri Datta Biryani House,Chinese
Sri Datta Biryani House,North Indian
Panchamukhi Sagar,North Indian
Panchamukhi Sagar,South Indian
Panchamukhi Sagar,Chinese
Hungry Bite Cafe,Fast Food
Hungry Bite Cafe,Beverages
Delish Chinese Fast Food,Chinese
Delish Chinese Fast Food,North Indian
Delish Chinese Fast Food,Biryani
Curries & Chillies,Andhra
Best B Restaurant,South Indian
Best B Restaurant,North Indian
Best B Restaurant,Chinese
Best B Restaurant,Kerala
Curries & Pickles,Andhra
S-Aachies Hotel,South Indian
S-Aachies Hotel,Chinese
S-Aachies Hotel,Biryani
Hotel Gowdru Mane,South Indian
Hotel Gowdru Mane,Mangalorean
Hotel Gowdru Mane,Chinese
Hotel Gowdru Mane,Juices
Leela's Kitchen,Kerala
Leela's Kitchen,South Indian
Leela's Kitchen,North Indian
Leela's Kitchen,Chinese
Udupas Veg Restaurant,South Indian
Udupas Veg Restaurant,North Indian
Mazedaar,North Indian
Mazedaar,Chinese
Sri Krishna Bhavan,South Indian
Sri Krishna Bhavan,North Indian
Leung Fast Food,Chinese
Leung Fast Food,Fast Food
Leung Fast Food,Seafood
Leung Fast Food,Momos
Paper Cup Cafe,Tea
Paper Cup Cafe,Coffee
Paper Cup Cafe,Fast Food
Delish Chinese Fast Food,Chinese
Delish Chinese Fast Food,North Indian
Delish Chinese Fast Food,Biryani
Zam Zam Restaurant,Chinese
Zam Zam Restaurant,North Indian
Parantha Singh,North Indian
Ahmad's Chicken Hut,North Indian
Ahmad's Chicken Hut,Chinese
Crunchees Cafeteria,Fast Food
Juba Cafe,Juices
7 Spice,Biryani
7 Spice,Chinese
Cafe Qissa,Burger
Cafe Qissa,Cafe
Cafe Qissa,Drinks Only
Cafe Qissa,Juices
Meat Up Barbecue & More,BBQ
Meat Up Barbecue & More,Fast Food
Ranga's Paradise,South Indian
Chaitra Restaurant,North Indian
Chaitra Restaurant,Chinese
Paranthas and Dosas,North Indian
Paranthas and Dosas,South Indian
Naina Nand Food Express,North Indian
Naina Nand Food Express,Chinese
Chickpet Donne Biriyani Mane,Biryani
Chickpet Donne Biriyani Mane,Kebab
The Bridge Walk Cafe,Cafe
The Bridge Walk Cafe,Continental
The Bridge Walk Cafe,Cafe
The Bridge Walk Cafe,Continental
Altaf's Chillies Restaurant,North Indian
Altaf's Chillies Restaurant,Chinese
Sanky's Burger House,Burger
Sanky's Burger House,Fast Food
Sunny Side Bistro,Cafe
Sunny Side Bistro,Continental
Al-Baik Tandoori Restaurant,North Indian
Al-Baik Tandoori Restaurant,Chinese
Al-Baik Tandoori Restaurant,Arabian
Al-Baik Tandoori Restaurant,Biryani
Al-Baik Tandoori Restaurant,Rolls
Hennuru Cafe & Restaurant,South Indian
Hennuru Cafe & Restaurant,Fast Food
Hennuru Cafe & Restaurant,Kerala
Hennuru Cafe & Restaurant,Beverages
Cafe Jezve,Cafe
Sulemani Chichas,Biryani
Sulemani Chichas,Hyderabadi
Sulemani Chichas,Kebab
SV Indian Restaurant,North Indian
SV Indian Restaurant,Chinese
Hotel Zam Zam,North Indian
Hotel Zam Zam,Chinese
Hotel New Karavali,Chinese
Hotel New Karavali,Mangalorean
Hotel New Karavali,Seafood
Hotel New Karavali,North Indian
Shammah's,Chinese
Shammah's,North Indian
Just Protein,Chinese
Just Protein,Fast Food
Keral Kitchen,South Indian
Keral Kitchen,Kerala
Sandesh Restaurant,Biryani
Sandesh Restaurant,Chinese
Sandesh Restaurant,North Indian
Sandesh Restaurant,Bengali
Jai Karnataka Biryani Paradise,North Indian
Ambur Hot Dum Biryani,Biryani
Ambur Hot Dum Biryani,Kebab
New Udupi Park Deluxe,South Indian
New Udupi Park Deluxe,North Indian
New Udupi Park Deluxe,Chinese
Mini Fast Food,Fast Food
Mini Fast Food,Chinese
New Prashanthi Donne Biryani,Biryani
Bangalore Vibes,North Indian
Bangalore Vibes,Chinese
Vijayalakshmi Veg,South Indian
Silver Spoon Restaurant,North Indian
Silver Spoon Restaurant,Chinese
Silver Spoon Restaurant,Continental
Thalassery Plaza,Kerala
Thalassery Plaza,North Indian
Thalassery Plaza,Chinese
The Local,Finger Food
The Local,Continental
The Local,Italian
The Local,Salad
Float Brewery,European
Brewklyn Microbrewery,American
Brewklyn Microbrewery,Continental
Brewklyn Microbrewery,Pizza
Twins,North Indian
Twins,Chinese
Twins,Continental
H3O,North Indian
H3O,Chinese
Davis Bar And Restaurant,North Indian
Davis Bar And Restaurant,Finger Food
Davis Bar And Restaurant,Chinese
Hoppipola,Continental
Hoppipola,Fast Food
Hoppipola,European
Wanderers,Continental
Wanderers,North Indian
Wanderers,South Indian
Wanderers,Italian
Sherlock's Pub,Continental
Sherlock's Pub,North Indian
Sherlock's Pub,Chinese
Sherlock's Pub,Italian
FireHouse - Bar & Kitchen,Continental
FireHouse - Bar & Kitchen,American
FireHouse - Bar & Kitchen,Chinese
FireHouse - Bar & Kitchen,BBQ
FireHouse - Bar & Kitchen,Salad
FireHouse - Bar & Kitchen,Italian
Pecos Mojo,Finger Food
Bottoms Up Resto Bar,Finger Food
Bottoms Up Resto Bar,Italian
Bottoms Up Resto Bar,Continental
Fiddler's Green,Continental
Fiddler's Green,American
Fiddler's Green,Indonesian
Fiddler's Green,Asian
Fiddler's Green,Thai
Agent Jack's Bar,Continental
Agent Jack's Bar,North Indian
Agent Jack's Bar,Italian
Knowhere,Continental
Knowhere,Finger Food
The Sky Lounge - Tamarind Hospitality,North Indian
The Sky Lounge - Tamarind Hospitality,South Indian
The Sky Lounge - Tamarind Hospitality,Chinese
The Sky Lounge - Tamarind Hospitality,Continental
Sultans of Spice,North Indian
Sultans of Spice,Mughlai
Sultans of Spice,Salad
Buff Buffet Buff,North Indian
Buff Buffet Buff,Chinese
Buff Buffet Buff,Continental
Buff Buffet Buff,Thai
Buff Buffet Buff,Salad
The Black Pearl,North Indian
The Black Pearl,European
The Black Pearl,Mediterranean
Onesta,Pizza
Onesta,Cafe
Onesta,Italian
Hanoi - Vietnamese Cuisine,Vietnamese
Banjara Melting Pot,North Indian
Banjara Melting Pot,Chinese
Banjara Melting Pot,Seafood
Cilantro,European
Cilantro,American
Cilantro,Continental
Cilantro,North Indian
Cilantro,Steak
China Down Town,Chinese
XOOX Brewmill,Modern Indian
XOOX Brewmill,European
XOOX Brewmill,Asian
Boho,Continental
Boho,Asian
Boho,American
Boho,North Indian
Boho,Desserts
Foxtrot - House of Subculture,Cafe
Foxtrot - House of Subculture,American
Foxtrot - House of Subculture,Asian
Foxtrot - House of Subculture,North Indian
Asia Kitchen By Mainland China,Asian
Asia Kitchen By Mainland China,Chinese
Asia Kitchen By Mainland China,Thai
Asia Kitchen By Mainland China,Momos
Barbeque Nation,North Indian
Barbeque Nation,European
Barbeque Nation,Mediterranean
Barbeque Nation,BBQ
Barbeque Nation,Kebab
Punjab Bistro,North Indian
Bonsouth,Chettinad
Bonsouth,Andhra
Bonsouth,Kerala
By The Blue - Grand Mercure,North Indian
By The Blue - Grand Mercure,Mughlai
Toscano,Italian
Toscano,Salad
Barleyz,North Indian
Barleyz,Continental
Barleyz,Chinese
Salt - Indian Restaurant Bar & Grill,North Indian
Salt - Indian Restaurant Bar & Grill,Mughlai
Salt - Indian Restaurant Bar & Grill,Biryani
Empire Restaurant,North Indian
Empire Restaurant,Mughlai
Empire Restaurant,South Indian
Empire Restaurant,Chinese
Magnolia,Chinese
Magnolia,Thai
Magnolia,Asian
Hunan,Chinese
Hunan,Thai
Hunan,Momos
Tangerine - Davanam Sarovar Portico Suites,Continental
Tangerine - Davanam Sarovar Portico Suites,Italian
Tangerine - Davanam Sarovar Portico Suites,North Indian
Tangerine - Davanam Sarovar Portico Suites,Asian
Tangerine - Davanam Sarovar Portico Suites,Bakery
Tangerine - Davanam Sarovar Portico Suites,Chinese
Tangerine - Davanam Sarovar Portico Suites,European
Tangerine - Davanam Sarovar Portico Suites,Japanese
Oye Amritsar,North Indian
The Flying Trapeze,North Indian
The Flying Trapeze,Continental
The Flying Trapeze,Chinese
