name,cuisines
Orzuv,Cafe
Kudil Kerala Kitchen,Kerala
Kettle & Kegs,Tea
Kettle & Kegs,Beverages
Paakam,South Indian
Flavors of India,North Indian
Flavors of India,Chinese
Flavors of India,Andhra
Mithai Time,Mithai
Mithai Time,North Indian
Mithai Time,Street Food
Visantoe,Fast Food
We Foodie,Fast Food
We Foodie,North Indian
Cookie Man,Bakery
Izakaya Gastro Pub,North Indian
Izakaya Gastro Pub,Continental
Izakaya Gastro Pub,Mediterranean
Hottey Smokey,Continental
Hottey Smokey,Fast Food
Vaigai Express,South Indian
Vaigai Express,North Indian
Vaigai Express,Chinese
South Treat,South Indian
The Chocolate Heaven,Desserts
The Chocolate Heaven,Cafe
Rolls Mania,Fast Food
Rolls Mania,Rolls
Yumatos,North Indian
Yumatos,Chinese
Parasme,Continental
Parasme,Italian
Parasme,Chinese
Parasme,North Indian
Parasme,Momos
The Grilled & Fried,Fast Food
New Rajalakshmi Sweets,Mithai
AutoExpress - Hot Dogs,Fast Food
Friendz Zone,North Indian
Friendz Zone,Street Food
Daniyal's,North Indian
Daniyal's,Biryani
Daniyal's,Mughlai
Daniyal's,Kebab
Drunken Monkey,Beverages
Drunken Monkey,Fast Food
Tayabbs,Fast Food
Tayabbs,Rolls
Petoo,North Indian
Petoo,Fast Food
Petoo,Street Food
Sree Krishna Kafe,South Indian
China On My Plate,Chinese
Cheers Life,Beverages
Cheers Life,Juices
Lassi,Beverages
Lassi,Juices
Lassi,Ice Cream
Lassi,Sandwich
Lassi,Fast Food
Foreign Café,Continental
INDULGE by InnerChef,Desserts
INDULGE by InnerChef,Bakery
Kaka Food Corner,North Indian
Central Cafe,Beverages
Central Cafe,Fast Food
Hoodi Baba A Str-eat Caff,North Indian
Hoodi Baba A Str-eat Caff,Street Food
Aaha,North Indian
Aaha,Chinese
The Big Grill,North Indian
The Big Grill,Chinese
The Big Grill,Mughlai
World In A Bowl,Continental
World In A Bowl,North Indian
World In A Bowl,Desserts
World In A Bowl,Beverages
Ganga Foods,South Indian
Ganga Foods,Chinese
The Difference,North Indian
The Difference,Chinese
The Difference,Arabian
Bombay Sandwich Company,Sandwich
Bombay Sandwich Company,Beverages
Swad-Deshi Restaurant,South Indian
Swad-Deshi Restaurant,Chinese
Bufferia Express,North Indian
Bufferia Express,Chinese
Konark Restaurant,North Indian
Konark Restaurant,South Indian
Southern Spice,North Indian
Southern Spice,Chinese
Southern Spice,Biryani
Southern Spice,Andhra
Erivum Puliyum,Kerala
Erivum Puliyum,South Indian
Erivum Puliyum,Seafood
Mum?s Kitchen,North Indian
Mum?s Kitchen,South Indian
Treat,North Indian
Treat,Mughlai
Rayalaseema Spices,Andhra
Rayalaseema Spices,South Indian
The Big Spoon,North Indian
The Big Spoon,Mughlai
Andhra Central,Andhra
Risalo Pizzeria,Pizza
Risalo Pizzeria,Italian
Risalo Pizzeria,Desserts
Mad About China,Chinese
Mad About China,Momos
Dragon Box,Chinese
Dragon Box,Momos
Best In Klass,South Indian
All Shook Up,Desserts
All Shook Up,Beverages
Ginger Mint,North Indian
Ginger Mint,South Indian
Ginger Mint,Chinese
The Litti Company,Bihari
Vidya Bakery,Bakery
Vidya Bakery,Desserts
Odians,North Indian
Odians,Chinese
Odians,Oriya
Annalakshmi,South Indian
Hashtag Kitchen,North Indian
Hashtag Kitchen,Biryani
Hashtag Kitchen,Chinese
Punjabi by Nature 2.0,North Indian
Meghana Grand,Biryani
Meghana Grand,Andhra
UBCR,Italian
UBCR,American
UBCR,Chinese
UBCR,Arabian
UBCR,North Indian
UBCR,Cafe
Mom's Kitchen,North Indian
Mom's Kitchen,Chinese
Mom's Kitchen,South Indian
Nawabi Zaica,North Indian
Nawabi Zaica,Mughlai
Nawabi Zaica,Chinese
Bageecha,North Indian
Bageecha,Chinese
Zaica Dine & Wine,North Indian
Subway,Salad
Subway,Fast Food
Kaayal,Kerala
Kaayal,Chinese
Jade,Chinese
Jade,Seafood
Jade,Momos
Juice Junction,Juices
Juice Junction,Fast Food
Juice Junction,South Indian
Juice Junction,Chinese
Regale Restaurant,North Indian
Regale Restaurant,Chinese
Five Spice Dining,Chinese
Five Spice Dining,North Indian
Five Spice Dining,South Indian
Ambur Hot Dum Biryani,Biryani
Shaan-E-Punjab,North Indian
The Wok,Chinese
The Wok,Momos
Delhi Restaurant,North Indian
Delhi Restaurant,Mughlai
Delhi Restaurant,Chinese
Amoeba Sports Bar,Continental
Amoeba Sports Bar,Chinese
Paprica,North Indian
Paprica,Chinese
Mughal Restaurant,North Indian
Mughal Restaurant,Mughlai
Mughal Restaurant,Chinese
Gelato Italiano,Ice Cream
Gelato Italiano,Bakery
Gelato Italiano,Desserts
Momo Bites,Tibetan
Kolkata Famous Kathi Rolls,Chinese
Kolkata Famous Kathi Rolls,Rolls
Srinathji's,North Indian
Srinathji's,Chinese
Srinathji's,Continental
Srinathji's,Street Food
Happy Singh,Chinese
Happy Singh,North Indian
Decker's Lane,Bengali
Indian Tadka,North Indian
Jaffa's Biryani,Biryani
Jaffa's Biryani,North Indian
Jaffa's Biryani,Chinese
Biryani Park,North Indian
Biryani Park,Biryani
Biryani Park,Chinese
Biryani Park,Mughlai
Sbarro,Pizza
The Diner,North Indian
The Diner,Chinese
The Diner,Andhra
The Diner,Biryani
Master Brothers,Desserts
Master Brothers,Bakery
A Southern Fair,Biryani
A Southern Fair,Seafood
A Southern Fair,South Indian
Nashta Pani -The Gujarat's Special,Gujarati
Nashta Pani -The Gujarat's Special,Fast Food
BHR Foods,North Indian
BHR Foods,Chinese
BHR Foods,Continental
BHR Foods,Biryani
BHR Foods,Thai
Imli,North Indian
Imli,Beverages
Imli,Fast Food
Imli,Street Food
Marhaba,Arabian
Dilli Dil Se,North Indian
Samosa Express,Street Food
Waffle House,Desserts
Bismillah Bawarchi,North Indian
Bismillah Bawarchi,Chinese
Bismillah Bawarchi,Biryani
Food Factory,North Indian
Kamakshi Kitchen,Chinese
Kamakshi Kitchen,South Indian
Romy's Kitchen,North Indian
Romy's Kitchen,Chinese
Romy's Kitchen,Italian
Andhra Star Biryani,Biryani
Khane Ka Khazana,North Indian
D'Brooks,North Indian
D'Brooks,Continental
Andhra Vindu Multi Cuisine Restaurant,Andhra
Andhra Vindu Multi Cuisine Restaurant,South Indian
Andhra Vindu Multi Cuisine Restaurant,Fast Food
The Red Tandoor,Chinese
The Red Tandoor,North Indian
Smoor,Desserts
Smoor,Beverages
Mother's Food,North Indian
Mother's Food,Chinese
Aahar Vihar,North Indian
SGS Non Veg - Gundu Pulav,South Indian
Chef Delicacies,Kebab
Chef Delicacies,Rolls
Chef Delicacies,Charcoal Chicken
Black Rock Cafe,Cafe
Hottey Smokey,American
Hottey Smokey,Continental
Hottey Smokey,Salad
Hottey Smokey,Italian
Hottey Smokey,Asian
Carlos Cake Cafe,Bakery
Carlos Cake Cafe,Desserts
Momo Time,Momos
Momo Time,Chinese
Desi Qulfi,Ice Cream
The Andhra Bhojanam,South Indian
Lassi Magic,Beverages
Lassi Magic,Sandwich
MealBox Inc.,North Indian
Hasee-E-Shan Makers Of Biryani,Biryani
Hasee-E-Shan Makers Of Biryani,Mughlai
Hasee-E-Shan Makers Of Biryani,North Indian
Cafe Noir,European
Cafe Noir,French
Cafe Noir,Salad
Food Box -The Taste Of Odisha,Chinese
Food Box -The Taste Of Odisha,Oriya
Food Box -The Taste Of Odisha,Bengali
Food Box -The Taste Of Odisha,North Indian
Curries and Pickles,Andhra
Curries and Pickles,North Indian
Curries and Pickles,Biryani
Rajwada Food,North Indian
Kingley Grand,Biryani
Kingley Grand,North Indian
Kingley Grand,Chinese
Spicy Onion,North Indian
Spicy Onion,Chinese
Fusion Panda,North Indian
Fusion Panda,Kebab
RPS Food Corner,North Indian
RPS Food Corner,Chinese
RPS Food Corner,Bengali
RPS Food Corner,Biryani
New Shanthi Sagar,South Indian
New Shanthi Sagar,North Indian
New Shanthi Sagar,Chinese
New Shanthi Sagar,Street Food
Speedy Chow,Chinese
Speedy Chow,Thai
Kalinga Delicacies Restaurant,North Indian
Kalinga Delicacies Restaurant,Bengali
Kalinga Delicacies Restaurant,Oriya
Maa Durga Restaurant,North Indian
Sri Vinayaka 99 Variety Dosa,South Indian
Anushka Restaurant,North Indian
Anushka Restaurant,Chinese
The Chai Stop,Fast Food
The Chai Stop,Tea
Foody's Land,Fast Food
Bakingo,Bakery
Bakingo,Desserts
Milkyway Ice Creams & Fast Food,Fast Food
Milkyway Ice Creams & Fast Food,Ice Cream
Milkyway Ice Creams & Fast Food,Beverages
The Grains,South Indian
The Grains,North Indian
The Grains,Chinese
Sangam Sweets,Mithai
Sangam Sweets,Street Food
Maashpacheez,North Indian
Maashpacheez,Chinese
Maashpacheez,South Indian
The Square Table,North Indian
The Square Table,Maharashtrian
The Square Table,South Indian
Nawab Di Biryani,Biryani
Nawab Di Biryani,Mughlai
The Spice Pavillion,North Indian
Absolute Shawarma,Lebanese
Risalo Restaurant,North Indian
Risalo Restaurant,Chinese
Tummy Singh,North Indian
Tummy Singh,Chinese
Jalsa,North Indian
Jalsa,Mughlai
Tastybites.com,Fast Food
Tastybites.com,Sandwich
Tastybites.com,South Indian
Apoorva Multi Cuisine Restaurant,North Indian
Apoorva Multi Cuisine Restaurant,South Indian
Apoorva Multi Cuisine Restaurant,Chinese
Apoorva Multi Cuisine Restaurant,Andhra
Apoorva Multi Cuisine Restaurant,Biryani
Kaafi Desi,North Indian
Kaafi Desi,Street Food
Gaura's Secret Recipe,North Indian
Gaura's Secret Recipe,Gujarati
Gaura's Secret Recipe,Rajasthani
Spicy House,North Indian
Spicy House,Chinese
Spicy House,Seafood
Spicy House,Biryani
Crunchie Corner,Fast Food
Crunchie Corner,Continental
Crunchie Corner,Desserts
Namak Swad Anusaar,North Indian
Namak Swad Anusaar,Chinese
Namak Swad Anusaar,Biryani
Namak Swad Anusaar,Rolls
Shaadi Ki Biryani,Biryani
Shaadi Ki Biryani,Charcoal Chicken
The Pallavas ( Authentic Taste Of Southern Cuisine ),South Indian
Pita Pocket Factory,Mediterranean
Pita Pocket Factory,Continental
Pita Pocket Factory,Italian
Pita Pocket Factory,Burger
The London Shakes,Fast Food
The London Shakes,Beverages
Food Square,Fast Food
Food Square,Chinese
Aashirvaad Restaurant,North Indian
Aashirvaad Restaurant,Oriya
Aashirvaad Restaurant,Chinese
Beyond Elements,Cafe
Beyond Elements,Italian
Beyond Elements,Pizza
Beyond Elements,North Indian
Salt Mango Tree,Kerala
Mr Manchurian,Chinese
Mr Manchurian,Momos
Daily Sushi,Korean
Daily Sushi,Sushi
Golkonda Chimney,Biryani
Golkonda Chimney,North Indian
Golkonda Chimney,Mughlai
Moriz Restaurant,Arabian
Moriz Restaurant,North Indian
Moriz Restaurant,Seafood
Moriz Restaurant,Chinese
Moriz Restaurant,Biryani
Nikhil's Food Court,South Indian
Nikhil's Food Court,North Indian
Nikhil's Food Court,Chinese
Nikhil's Food Court,Fast Food
Thalis Of India,South Indian
Thalis Of India,North Indian
Thalis Of India,Beverages
Crazy Crush - Juices & Desserts Cafe,Beverages
Crazy Crush - Juices & Desserts Cafe,Ice Cream
Crazy Crush - Juices & Desserts Cafe,Fast Food
Odisha Kitchen,Oriya
Odisha Kitchen,North Indian
Odisha Kitchen,Chinese
Rolls & Bowls,Rolls
Rolls & Bowls,Chinese
Not Just Waffles,Desserts
Not Just Waffles,Ice Cream
Swadist Restaurant,Oriya
Swadist Restaurant,Chinese
Swadist Restaurant,North Indian
Sri Lakshmi Vaibhav,South Indian
Sri Lakshmi Vaibhav,North Indian
Sri Lakshmi Vaibhav,Chinese
Auntie Fung's,Chinese
Auntie Fung's,Vietnamese
Auntie Fung's,Desserts
King Of Spices,South Indian
King Of Spices,North Indian
King Of Spices,Chinese
King Of Spices,Biryani
King Of Spices,Beverages
The Delhiwala's Kitchen-Pure Veg,North Indian
Basmati's Briyani Nation,South Indian
Basmati's Briyani Nation,Biryani
Wangs Kitchen,Chinese
Sri Jayadurga Biryani,Biryani
Brooks 37,North Indian
Brooks 37,Continental
Brooks 37,Asian
Brooks 37,Pizza
Ji Hazoor,Mughlai
Ji Hazoor,North Indian
Ji Hazoor,Biryani
Ji Hazoor,Afghan
Meena's Kitchen,Continental
Meena's Kitchen,North Indian
Meena's Kitchen,Mexican
The Deli - The Den Bengaluru,Bakery
The Deli - The Den Bengaluru,Desserts
Oregano Soul Food,Cafe
Mainland China,Chinese
Mainland China,Momos
The North and South Restaurant,North Indian
The North and South Restaurant,Chinese
The North and South Restaurant,South Indian
Biryani@Bangalore,Biryani
Biryani@Bangalore,Chinese
Biryani@Bangalore,South Indian
Biryani Pot,Biryani
Late Night,North Indian
Late Night,Chinese
Owl's Kitchen,North Indian
Owl's Kitchen,Chinese
Utopia,North Indian
Utopia,Chinese
Wok Steam & Grills,Asian
Nitehunger,North Indian
Nitehunger,Chinese
"Vindhwashni Bakers, Confectioner & Florist",Bakery
"Vindhwashni Bakers, Confectioner & Florist",Desserts
Happy Endings,Bakery
Happy Endings,Desserts
Amaravathi Biryani Zone,Chinese
Amaravathi Biryani Zone,South Indian
Amaravathi Biryani Zone,North Indian
Moon King Hotel,Chinese
Moon King Hotel,North Indian
Moon King Hotel,South Indian
Onesta,Pizza
Onesta,Cafe
Onesta,Italian
Kesar Sweet Shop and Fast Food,North Indian
Kesar Sweet Shop and Fast Food,South Indian
Kesar Sweet Shop and Fast Food,Chinese
Kesar Sweet Shop and Fast Food,Street Food
Kesar Sweet Shop and Fast Food,Mithai
Breads and Banter,Cafe
Breads and Banter,Bakery
Breads and Banter,Fast Food
Gowri Gajanand Sweets,Mithai
Gowri Gajanand Sweets,Street Food
Lassi Corner,Beverages
Lassi Corner,Desserts
Kanti Sweets,Mithai
Kanti Sweets,Street Food
Chef Baker's,Bakery
Cake Dilim,Bakery
Not Just Waffles,Desserts
Not Just Waffles,Ice Cream
The Belgian Waffle Company,Desserts
Gelato Italiano,Ice Cream
Gelato Italiano,Bakery
Gelato Italiano,Desserts
Dunkin' Donuts,Burger
Dunkin' Donuts,Desserts
Dunkin' Donuts,Fast Food
Baskin Robbins,Ice Cream
Baskin Robbins,Desserts
Cupcake Bliss,Bakery
Midas Touch,Bakery
Midas Touch,Fast Food
Midas Touch,Desserts
Frozen Bottle,Beverages
Frozen Bottle,Desserts
Orchard Fresh,Ice Cream
Orchard Fresh,Desserts
Just Bake,Bakery
Just Bake,Desserts
Cream and Fudge,Ice Cream
Cream and Fudge,Desserts
Celebrations 365,Desserts
Celebrations 365,Ice Cream
Dhanlaxmi Sweets & Chats,Mithai
Warm Oven,Bakery
Warm Oven,Desserts
Bloomsbury's Global Kitchen & Bakehouse,American
Bloomsbury's Global Kitchen & Bakehouse,Cafe
Bloomsbury's Global Kitchen & Bakehouse,Continental
Bloomsbury's Global Kitchen & Bakehouse,French
Bloomsbury's Global Kitchen & Bakehouse,Burger
Bloomsbury's Global Kitchen & Bakehouse,Mexican
Bloomsbury's Global Kitchen & Bakehouse,Desserts
Bloomsbury's Global Kitchen & Bakehouse,Pizza
Corner House Ice Cream,Ice Cream
Corner House Ice Cream,Desserts
eat.fit,Healthy Food
eat.fit,North Indian
eat.fit,Biryani
eat.fit,Continental
eat.fit,Sandwich
eat.fit,Desserts
Waffle Square,Desserts
Waffle Square,Beverages
Waffle Square,Ice Cream
Stonelicious,Desserts
Stonelicious,Ice Cream
Polar Bear,Desserts
Polar Bear,Ice Cream
Chez Mariannick,French
Chez Mariannick,Pizza
Chez Mariannick,Bakery
Pulla Reddy Sweets,Mithai
Apsara Ice Cream,Ice Cream
Apsara Ice Cream,Desserts
Third Wave Coffee Roasters,Cafe
Third Wave Coffee Roasters,Continental
Third Wave Coffee Roasters,Desserts
The Chocolate Heaven,Desserts
The Chocolate Heaven,Cafe
Cold Stone Creamery,Ice Cream
Cold Stone Creamery,Desserts
The Waffcake Legacy,Desserts
The Waffcake Legacy,Street Food
The Waffcake Legacy,Sandwich
The Waffcake Legacy,Beverages
Little Black Choux,Bakery
Starbucks,Cafe
Starbucks,Desserts
Cake Menu,Bakery
Bakingo,Bakery
Bakingo,Desserts
Mojo Bites,Fast Food
Facebake,Desserts
Facebake,Bakery
Waffle House,Desserts
Kartik's Mithai Shoppe,Mithai
Kartik's Mithai Shoppe,Street Food
Whitefield Baking Company - Bengaluru Marriott Hotel...,Bakery
Whitefield Baking Company - Bengaluru Marriott Hotel...,Cafe
The 3 Musketeers,Ice Cream
The 3 Musketeers,Desserts
Parasme,Continental
Parasme,Italian
Parasme,Chinese
Parasme,North Indian
Parasme,Momos
Sweet Chariot,Bakery
Sweet Chariot,Fast Food
Lassi Xpress,Beverages
Lassi Xpress,Sandwich
Lassi Xpress,Desserts
KC Das - Sweet Sensation,Mithai
KC Das - Sweet Sensation,Street Food
Ooty Chocolates,Desserts
Mad Over Donuts,Bakery
Mad Over Donuts,Desserts
Mad Over Donuts,Beverages
Daily Bread,Bakery
Daily Bread,Fast Food
Daily Bread,Italian
Ice Stone Creamery,Desserts
Ice Stone Creamery,Ice Cream
Cake Mane,Bakery
The French Loaf,Bakery
The French Loaf,Desserts
Sugarkiss Bake Studio,Bakery
Café Delight,Cafe
Café Delight,Italian
Bangalore Agarwal Bhavan,Mithai
Bangalore Agarwal Bhavan,Street Food
Cookie Man,Bakery
Waffle Stories,Desserts
Sweet Alley,Desserts
Kitchen Aroma,Desserts
Apsara Ice Cream,Ice Cream
Apsara Ice Cream,Desserts
Creamiester,Ice Cream
Creamiester,Desserts
Sweet Truth,Bakery
Sweet Truth,Desserts
Aditya Sweets,Mithai
Aditya Sweets,Fast Food
Amadora Gourmet Ice Cream & Sorbet,Desserts
Gilly's Restobar,Continental
Gilly's Restobar,Finger Food
Gilly's Restobar,North Indian
Gilly's Restobar,Chinese
Chulha Chauki Da Dhaba,North Indian
Brooks 37,North Indian
Brooks 37,Continental
Brooks 37,Asian
Brooks 37,Pizza
Imperio Restaurant,North Indian
Imperio Restaurant,Arabian
Imperio Restaurant,Mughlai
Imperio Restaurant,Biryani
Imperio Restaurant,Seafood
Imperio Restaurant,Beverages
Buddha Treats,Chinese
Buddha Treats,Thai
Chai Galli,Cafe
Chai Galli,Street Food
Moriz Restaurant,Arabian
Moriz Restaurant,North Indian
Moriz Restaurant,Biryani
Moriz Restaurant,Chinese
Moriz Restaurant,Seafood
Sherlock's Pub,Continental
Sherlock's Pub,North Indian
Sherlock's Pub,Chinese
Mugs N Burgers,Cafe
Mugs N Burgers,Burger
Mugs N Burgers,Chinese
Mugs N Burgers,Fast Food
Mugs N Burgers,Beverages
Le Charcoal,Arabian
Le Charcoal,Lebanese
Le Charcoal,Mughlai
Le Charcoal,North Indian
Le Charcoal,BBQ
South House,South Indian
South House,Biryani
Amanthrana Gardenia,North Indian
Amanthrana Gardenia,Andhra
Amanthrana Gardenia,BBQ
Amanthrana Gardenia,Seafood
Amanthrana Gardenia,Chinese
Dhaba Social,North Indian
Apoorva Multi Cuisine Restaurant,North Indian
Apoorva Multi Cuisine Restaurant,South Indian
Apoorva Multi Cuisine Restaurant,Chinese
Apoorva Multi Cuisine Restaurant,Andhra
Apoorva Multi Cuisine Restaurant,Biryani
Zaica Dine & Wine,North Indian
Pita Pocket Factory,Mediterranean
Pita Pocket Factory,Continental
Pita Pocket Factory,Italian
Pita Pocket Factory,Burger
Salem Kitchen,Chettinad
Salem Kitchen,Chinese
Salem Kitchen,South Indian
Radha Rani,Bengali
Radha Rani,North Indian
Radha Rani,Chinese
Hotel Salala,North Indian
Hotel Salala,South Indian
Hotel Salala,Chinese
Hotel Salala,Biryani
Chai Point,Tea
Chai Point,Beverages
Chai Point,Fast Food
Kaayal,Kerala
Kaayal,Chinese
Refresh,Cafe
Refresh,Beverages
Tandoor Box,Mughlai
Tandoor Box,North Indian
Tandoor Box,Biryani
Madouk Cafe,Cafe
Amaravati Authentic Andhra Restaurant,Andhra
Amaravati Authentic Andhra Restaurant,Chinese
Amaravati Authentic Andhra Restaurant,North Indian
Amaravati Authentic Andhra Restaurant,Biryani
Juice Berg,Beverages
Juice Berg,Fast Food
Udupi Delux,South Indian
Udupi Delux,North Indian
Udupi Delux,Chinese
Kritunga Restaurant,Andhra
Kritunga Restaurant,Biryani
Kritunga Restaurant,North Indian
Kritunga Restaurant,Chinese
Desi Foodizzz,North Indian
Desi Foodizzz,Chinese
Jade,Chinese
Jade,Seafood
Jade,Momos
Mughal Restaurant,North Indian
Mughal Restaurant,Mughlai
Mughal Restaurant,Chinese
Kakaji,North Indian
Biryani Park,North Indian
Biryani Park,Biryani
Biryani Park,Chinese
Biryani Park,Mughlai
Skandas Veg Restaurant,South Indian
Skandas Veg Restaurant,North Indian
Shanmukha,Biryani
Shanmukha,Andhra
Shanmukha,North Indian
Shanmukha,Chinese
Red Chilli,Chinese
Red Chilli,Thai
Mast Kalandar,North Indian
Rayalaseema Spices,Andhra
Rayalaseema Spices,South Indian
New Ambur Hot Dum Biryani,Biryani
Chef in,Biryani
Chef in,North Indian
Chef in,Chinese
The Crunch,Beverages
Cafe Coffee Day,Cafe
Cafe Coffee Day,Fast Food
Freshkhilao,Chinese
Freshkhilao,North Indian
Freshkhilao,Biryani
Freshkhilao,Juices
North Wale Restaurant,North Indian
North Wale Restaurant,Chinese
An Egg Story,Cafe
An Egg Story,Continental
An Egg Story,American
An Egg Story,Italian
Nandini Deluxe,North Indian
Nandini Deluxe,Chinese
Kalinga Delicacies Restaurant,North Indian
Kalinga Delicacies Restaurant,Bengali
Kalinga Delicacies Restaurant,Oriya
Kesar Sweet Shop and Fast Food,North Indian
